Unnamed: 0,joburl,skill,designation,orgnization,experience,location,moredesc,salary,recruitername,recruiterdetails,jobpostingdate
11,https://www.naukri.com/job-listings-Devops-Engineer-Connexus-Secure-India-Private-Limited-Hyderabad-Madhapur-1-5-to-10-years-120919011661?src=jobsearchDesk&sid=1569260522881&xp=12&px=7,"Jenkins, Network Infrastructure, Docker, Infrastructure Security...",Devops Engineer,Connexus Secure India Private Limited,5-10 yrs,Hyderabad(Madhapur+1),"  Jenkins, Network Infrastructure, Docker, Infrastructure Security... "," INR 6,00,000 - 16,00,000 PA.   ",  Naveen  ," Posted  by     Naveen    , 11 days ago ",11 days ago
12,https://www.naukri.com/job-listings-Tools-BI-Accenture-Hyderabad-3-to-5-years-120919009574?src=jobsearchDesk&sid=1569260522881&xp=13&px=7,"Interpersonal skills, Statistical analysis, Data management, Analytical...",Tools/ BI,Accenture,3-5 yrs,Hyderabad,"  Interpersonal skills, Statistical analysis, Data management, Analytical... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
13,https://www.naukri.com/job-listings-Tools-BI-Accenture-Hyderabad-5-to-8-years-120919009573?src=jobsearchDesk&sid=1569260522881&xp=14&px=7,"Interpersonal skills, Statistical analysis, Data management, Analytical...",Tools/ BI,Accenture,5-8 yrs,Hyderabad,"  Interpersonal skills, Statistical analysis, Data management, Analytical... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
14,https://www.naukri.com/job-listings-Urgent-Requirement-For-Functional-techno-Functional-technical-BA-NESS-TECHNOLOGIES-INDIA-PRIVATE-LIMITED-Hyderabad-Madhapur-5-to-8-years-120919008177?src=jobsearchDesk&sid=1569260522881&xp=15&px=7,"python, R, Business Analyst, Agile, scrum, Macros",Urgent Requirement For Functional/techno Functional/technical BA,NESS TECHNOLOGIES (INDIA) PRIVATE LIMITED,5-8 yrs,Hyderabad(Madhapur),"  python, R, Business Analyst, Agile, scrum, Macros "," INR 6,50,000 - 14,00,000 PA.   ",  Prashanth Arasappa  ," Posted  by     Prashanth Arasappa    , 11 days ago ",11 days ago
15,https://www.naukri.com/job-listings-Recruitment-Drive-Automation-Testing-Thundersoft-Hyderabad-THUNDERSOFT-INDIA-PVT-LTD-Hyderabad-2-to-6-years-110919010852?src=jobsearchDesk&sid=1569260522881&xp=16&px=7,"test engineering, python, automation tools, appium, selenium...","Recruitment Drive- Automation Testing- Thundersoft, Hyderabad",THUNDERSOFT INDIA PVT LTD,2-6 yrs,Hyderabad,"  test engineering, python, automation tools, appium, selenium... ",  Not disclosed  ,  Mala Srinivas  ," Posted  by     Mala Srinivas    , 12 days ago ",12 days ago
16,https://www.naukri.com/job-listings-Recruitment-Drive-Build-and-Integration-Thundersoft-Hyderabad-THUNDERSOFT-INDIA-PVT-LTD-Hyderabad-1-to-6-years-110919010309?src=jobsearchDesk&sid=1569260522881&xp=17&px=7,"build and release, build and integration, continuous integration, python...","Recruitment Drive- Build and Integration- Thundersoft, Hyderabad",THUNDERSOFT INDIA PVT LTD,1-6 yrs,Hyderabad,"  build and release, build and integration, continuous integration, python... ",  Not disclosed  ,  Mala Srinivas  ," Posted  by     Mala Srinivas    , 12 days ago ",12 days ago
17,https://www.naukri.com/job-listings-Development-Project-Manager-Technical-Project-Manager-Launch-IT-Consulting-India-Pvt-Ltd-Hyderabad-Madhapur-15-to-20-years-110919006827?src=jobsearchDesk&sid=1569260522881&xp=18&px=7,"CSS, HTML, Node.Js, Jira, Agile Methodology, PMP, Front End...",Development Project Manager / Technical Project Manager,Launch IT Consulting India Pvt. Ltd,15-20 yrs,Hyderabad(Madhapur),"  CSS, HTML, Node.Js, Jira, Agile Methodology, PMP, Front End... ",  Not disclosed  ,  Krishna Mohan  ," Posted  by     Krishna Mohan    , 10 days ago ",10 days ago
18,https://www.naukri.com/job-listings-Data-Engineer-bigdata-Platfrom-Azure-Enviorment-Must-Hyderabad-ZF-India-private-limited-Hyderabad-4-to-8-years-110919005245?src=jobsearchDesk&sid=1569260522881&xp=19&px=7,"Data brick, python, R, Azure, data science, Data Engineer, data ingestion...",Data Engineer -(bigdata Platfrom Azure Enviorment) Must - Hyderabad,ZF India private limited.,4-8 yrs,Hyderabad,"  Data brick, python, R, Azure, data science, Data Engineer, data ingestion... ",  Not disclosed  ,  Sharmila  ," Posted  by     Sharmila    , 10 days ago ",10 days ago
19,https://www.naukri.com/job-listings-Data-Scientist-bigdata-Platfrom-Azure-Enviorment-Must-Hyderabad-ZF-India-private-limited-Hyderabad-4-to-8-years-110919005215?src=jobsearchDesk&sid=1569260522881&xp=20&px=7,"Data brick, python, R, Data Engineer, DATALAKE, KNIME, Spark, Sparks...",Data Scientist -(bigdata Platfrom Azure Enviorment) Must - Hyderabad,ZF India private limited.,4-8 yrs,Hyderabad,"  Data brick, python, R, Data Engineer, DATALAKE, KNIME, Spark, Sparks... ",  Not disclosed  ,  Sharmila  ," Posted  by     Sharmila    , 10 days ago ",10 days ago
20,https://www.naukri.com/job-listings-Senior-Technical-Lead-IT-Project-Manager-CYNIX-LABS-PRIVATE-LIMITED-Hyderabad-Madhapur-1-7-to-10-years-110919004150?src=jobsearchDesk&sid=1569260522881&xp=21&px=7,"cloud, XML, Web Technologies, SAAS, MySQL, Javascript, PHP, HTML...",Senior Technical Lead/ IT Project Manager,CYNIX LABS PRIVATE LIMITED,7-10 yrs,Hyderabad(Madhapur+1),"  cloud, XML, Web Technologies, SAAS, MySQL, Javascript, PHP, HTML... ",  Not disclosed  ,  LALITHA  ," Posted  by     LALITHA    , 12 days ago ",12 days ago
21,https://www.naukri.com/job-listings-Senior-Consultant-ECS-INFOSOLUTIONS-PRIVATE-LIMITED-Hyderabad-6-to-9-years-110919001869?src=jobsearchDesk&sid=1569260522881&xp=22&px=7,"rest, system integration, Powershell, team skills, Scrum, agile, javascript...",Senior Consultant,ECS INFOSOLUTIONS PRIVATE LIMITED,6-9 yrs,Hyderabad,"  rest, system integration, Powershell, team skills, Scrum, agile, javascript... ",  Not disclosed  ,  Himanshu Mishra  ," Posted  by     Himanshu Mishra    , 12 days ago ",12 days ago
22,https://www.naukri.com/job-listings-AWS-Architect-Teksystems-Global-Services-Hyderabad-TEKsystems-Global-Services-Private-Limited-Hyderabad-5-to-10-years-110919001253?src=jobsearchDesk&sid=1569260522881&xp=23&px=7,"GLUE, Spark, Python",AWS Architect - Teksystems Global Services - Hyderabad,TEKsystems Global Services Private Limited,5-10 yrs,Hyderabad,"  GLUE, Spark, Python ",  Not disclosed  ,  Bhavakanth Manoj  ," Posted  by     Bhavakanth Manoj    , 12 days ago ",12 days ago
23,https://www.naukri.com/job-listings-CAD-Engineer-Technology-Development-Micron-Technology-Operations-India-LLP-Hyderabad-2-to-3-years-100919903829?src=jobsearchDesk&sid=1569260522881&xp=24&px=7,"cmos, physical design, lvs, Technology Development, cadence...",CAD Engineer - Technology Development,Micron Technology Operations India LLP,2-3 yrs,Hyderabad,"  cmos, physical design, lvs, Technology Development, cadence... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 10 days ago ",10 days ago
24,https://www.naukri.com/job-listings-Cloud-Migration-Specialist-Aws-azure-google-Cloud-Platform-Riconz-Technologies-Hyderabad-15-to-18-years-100919901581?src=jobsearchDesk&sid=1569260522881&xp=25&px=7,"Technical Architect, Java, Azure, Cloud, .Net, Cloud Migration, ASP.NET MVC...",Cloud Migration Specialist - Aws/azure/google Cloud Platform,Riconz Technologies,15-18 yrs,Hyderabad,"  Technical Architect, Java, Azure, Cloud, .Net, Cloud Migration, ASP.NET MVC... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 13 days ago ",13 days ago
25,https://www.naukri.com/job-listings-Senior-Software-Development-Engineer-Nvmqra-Micron-Technology-Operations-India-LLP-Hyderabad-5-to-7-years-100719909177?src=jobsearchDesk&sid=1569260522881&xp=26&px=7,"C#, C++, software development, data analytics, business design, JavaScript,...","Senior Software Development Engineer, Nvmqra",Micron Technology Operations India LLP,5-7 yrs,Hyderabad,"  C#, C++, software development, data analytics, business design, JavaScript,... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 12 days ago ",12 days ago
26,https://www.naukri.com/job-listings-Senior-Network-Operations-Engineer-Devops-Tools-Kanary-Staffing-Pvt-Ltd-Hyderabad-12-to-15-years-090919905872?src=jobsearchDesk&sid=1569260522881&xp=27&px=7,"VMware, Chef, Network Support, CCNA, Network Operations Center...",Senior Network Operations Engineer - Devops Tools,Kanary Staffing Pvt. Ltd.,12-15 yrs,Hyderabad,"  VMware, Chef, Network Support, CCNA, Network Operations Center... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
27,https://www.naukri.com/job-listings-RPA-Process-Excellence-SDM-Career-Guideline-Hyderabad-10-to-15-years-090919905026?src=jobsearchDesk&sid=1569260522881&xp=28&px=7,"SAS, Predictive, Statistical modelling, Python, SQL, Cluster Analysis",RPA Process Excellence SDM,Career Guideline,10-15 yrs,Hyderabad,"  SAS, Predictive, Statistical modelling, Python, SQL, Cluster Analysis ",  Not disclosed  ,  HR  ," Posted  by     HR    , 12 days ago ",12 days ago
28,https://www.naukri.com/job-listings-Sr-Eng-Identity-Development-Invesco-India-Pvt-Ltd-Hyderabad-2-to-6-years-090919902610?src=jobsearchDesk&sid=1569260522881&xp=29&px=7,"Unix, Java, Websphere, Linux, JBoss, Sailpoint...",Sr. Eng Identity Development,Invesco (India) Pvt Ltd,2-6 yrs,Hyderabad,"  Unix, Java, Websphere, Linux, JBoss, Sailpoint... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
29,https://www.naukri.com/job-listings-IT-Technical-Architect-Dell-Digital-Content-Transformation-Dell-International-Services-India-Private-Limited-Hyderabad-India-3-to-8-years-090919902365?src=jobsearchDesk&sid=1569260522881&xp=30&px=7,"C#, Agile Project Management, Cloud Foundry, Software Engineering...",IT Technical Architect - Dell Digital Content Transformation,Dell International Services India  Private Limited,3-8 yrs,"Hyderabad, India","  C#, Agile Project Management, Cloud Foundry, Software Engineering... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
30,https://www.naukri.com/job-listings-Senior-IT-Software-Engineer-EUSS-Micron-Technology-Operations-India-LLP-Hyderabad-5-to-10-years-090919902198?src=jobsearchDesk&sid=1569260522881&xp=31&px=7,"PowerShell, software development life cycle, Java, technical support...",Senior IT Software Engineer - EUSS,Micron Technology Operations India LLP,5-10 yrs,Hyderabad,"  PowerShell, software development life cycle, Java, technical support... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
31,https://www.naukri.com/job-listings-Senior-Software-Engineer-hadoop-Spark-Scala-SQL-CGI-Information-Systems-and-Management-Consultants-Hyderabad-8-to-10-years-090919002525?src=jobsearchDesk&sid=1569260522881&xp=32&px=7,"Unix, Computer science, Linux, Shell scripting, Data structures...","Senior Software Engineer_hadoop, Spark, Scala, SQL",CGI Information Systems and Management Consultants,8-10 yrs,Hyderabad,"  Unix, Computer science, Linux, Shell scripting, Data structures... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
32,https://www.naukri.com/job-listings-Nvmqra-TEST-Development-Engineer-SSD-Micron-Technology-Operations-India-LLP-Hyderabad-4-to-8-years-090719903353?src=jobsearchDesk&sid=1569260522881&xp=33&px=7,"Java, Software Development, C, Debugging, Technical Support, SQL Database...",Nvmqra TEST Development Engineer - SSD,Micron Technology Operations India LLP,4-8 yrs,Hyderabad,"  Java, Software Development, C, Debugging, Technical Support, SQL Database... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
33,https://www.naukri.com/job-listings-Mysql-Dba-developer-PANDORA-RD-LABS-PRIVATE-LIMITED-Hyderabad-2-to-4-years-080819001779?src=jobsearchDesk&sid=1569260522881&xp=34&px=7,"Query Optimization, Power Bi, Shell Scripting, innodb, data base design...",Mysql Dba/developer,PANDORA RD LABS PRIVATE LIMITED,2-4 yrs,Hyderabad,"  Query Optimization, Power Bi, Shell Scripting, innodb, data base design... ",  Not disclosed  ,  Shruthi Bandari  ," Posted  by     Shruthi Bandari    , 13 days ago ",13 days ago
34,https://www.naukri.com/job-listings-Manager-Nvmqra-Software-Tools-Micron-Technology-Operations-India-LLP-Hyderabad-12-to-15-years-080719900773?src=jobsearchDesk&sid=1569260522881&xp=35&px=7,"C#, Java, project management, software development, technical leadership, C...","Manager, Nvmqra Software Tools",Micron Technology Operations India LLP,12-15 yrs,Hyderabad,"  C#, Java, project management, software development, technical leadership, C... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 14 days ago ",14 days ago
35,https://www.naukri.com/job-listings-Machine-Learning-Engineer-Computer-Vision-tensorflow-deep-Learning-Volantis-Technologies-Hyderabad-3-to-6-years-060919908960?src=jobsearchDesk&sid=1569260522881&xp=36&px=7,"Tensorflow, Open Source, Design Patterns, Github, Machine Learning...",Machine Learning Engineer - Computer Vision/tensorflow/deep Learning,Volantis Technologies,3-6 yrs,Hyderabad,"  Tensorflow, Open Source, Design Patterns, Github, Machine Learning... ",  Not disclosed  ,  HR  ," Posted  by     HR    , 12 days ago ",12 days ago
36,https://www.naukri.com/job-listings-Walkin-Software-Engineer-AI-ML-Elico-Healthcare-Services-Limited-Hyderabad-Bharat-Nagar-1-to-3-years-051118000311?src=jobsearchDesk&sid=1569260522881&xp=37&px=7,"c#, software development, java, .net developer, Dot Net Developer, .Net...",Walkin - Software Engineer - AI & ML,Elico Healthcare Services Limited,1-3 yrs,Hyderabad(Bharat Nagar),"  c#, software development, java, .net developer, Dot Net Developer, .Net... ",  Not disclosed  ,  M Prasanna  ," Posted  by     M Prasanna    , 14 days ago ",14 days ago
37,https://www.naukri.com/job-listings-Devops-Engineer-SureIT-Solutions-India-Pvt-Ltd-Hyderabad-2-to-4-years-030919003551?src=jobsearchDesk&sid=1569260522881&xp=38&px=7,"puppet, configuration management, Linux Administration, Cd, open source...",Devops Engineer,SureIT Solutions India Pvt. Ltd.,2-4 yrs,Hyderabad,"  puppet, configuration management, Linux Administration, Cd, open source... "," INR 4,00,000 - 7,00,000 PA.   ",  Suchitra  ," Posted  by     Suchitra    , 14 days ago ",14 days ago
38,https://www.naukri.com/job-listings-Nodejs-Developer-Spot-In-Consultancy-Rajkot-Hyderabad-Ahmedabad-1-to-3-years-180919500406?src=jobsearchDesk&sid=1569260522881&xp=39&px=7,"Web development, Debugging, CMS, PHP, HTML, Troubleshooting, Ruby...",Nodejs Developer,Spot In Job Consultancy,1-3 yrs,"Rajkot, Hyderabad, Ahmedabad","  Web development, Debugging, CMS, PHP, HTML, Troubleshooting, Ruby... ",  Not disclosed  , , Posted     5 days ago ,5 days ago
39,https://www.naukri.com/job-listings-Mid-Backend-Developer-Spot-In-Consultancy-Rajkot-Hyderabad-Ahmedabad-1-to-3-years-160919501180?src=jobsearchDesk&sid=1569260522881&xp=40&px=7,"Front end, Web development, Debugging, CMS, PHP, Troubleshooting, Ruby...",Mid Backend Developer,Spot In Job Consultancy,1-3 yrs,"Rajkot, Hyderabad, Ahmedabad","  Front end, Web development, Debugging, CMS, PHP, Troubleshooting, Ruby... ",  Not disclosed  , , Posted     7 days ago ,7 days ago
40,https://www.naukri.com/job-listings-Python-Developer-ID-FLD-021-Magnarus-Technologies-Private-Limited-Hyderabad-1-to-3-years-270418500751?src=jobsearchDesk&sid=1569260522881&xp=41&px=7,"GIS, C, Image processing, MySQL, Programming, Unix operating system...",Python Developer (Job ID: FLD- 021),Magnarus Technologies Private Limited,1-3 yrs,Hyderabad,"  GIS, C, Image processing, MySQL, Programming, Unix operating system... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
41,https://www.naukri.com/job-listings-Data-Scientist-Python-Expert-Analytics-Vidhya-Educon-Pvt-Ltd-Hyderabad-4-to-9-years-260619500588?src=jobsearchDesk&sid=1569260522881&xp=42&px=7,"data science, Image processing, Bfsi, MySQL, Healthcare, System design...",Data Scientist ( Python Expert ),Analytics Vidhya Educon Pvt. Ltd,4-9 yrs,Hyderabad,"  data science, Image processing, Bfsi, MySQL, Healthcare, System design... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
42,https://www.naukri.com/job-listings-Python-Sr-developer-HUSYS-CONSULTING-LIMITED-Hyderabad-2-to-5-years-240419501297?src=jobsearchDesk&sid=1569260522881&xp=43&px=7,Python,Python Sr developer,HUSYS CONSULTING LIMITED,2-5 yrs,Hyderabad,  Python ,  Not disclosed  , , Posted     30+ days ago ,30+ days ago
43,https://www.naukri.com/job-listings-Python-Machine-Learning-AI-Software-Engineer-Truedge-Software-Solutions-Hyderabad-2-to-6-years-210119500243?src=jobsearchDesk&sid=1569260522881&xp=44&px=7,"Technology Head, data science, Machine learning, Data analytics, Python","Python, Machine Learning/AI Software Engineer",Truedge Software Solutions,2-6 yrs,Hyderabad,"  Technology Head, data science, Machine learning, Data analytics, Python ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
44,https://www.naukri.com/job-listings-Python-with-Automation-Testing-Saransh-Hyderabad-4-to-9-years-170719501670?src=jobsearchDesk&sid=1569260522881&xp=45&px=7,"automation framework, Automation, Automation testing, Web technologies, big...",Python with Automation Testing,Saransh,4-9 yrs,Hyderabad,"  automation framework, Automation, Automation testing, Web technologies, big... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
45,https://www.naukri.com/job-listings-Python-Developer-HUSYS-CONSULTING-LIMITED-Hyderabad-0-to-2-years-130918500288?src=jobsearchDesk&sid=1569260522881&xp=46&px=7,"ISO, Postgresql, Machine learning, Python Developer, Javascript, CMMI...",Python Developer,HUSYS CONSULTING LIMITED,0-2 yrs,Hyderabad,"  ISO, Postgresql, Machine learning, Python Developer, Javascript, CMMI... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
46,https://www.naukri.com/job-listings-Software-Engineer-Java-Node-js-Python-Hellointern-Hyderabad-1-to-6-years-050719501322?src=jobsearchDesk&sid=1569260522881&xp=47&px=7,"Coding, Javascript, Programming, Database, Data structures...","Software Engineer - Java , Node . js , Python",Hellointern,1-6 yrs,Hyderabad,"  Coding, Javascript, Programming, Database, Data structures... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
47,https://www.naukri.com/job-listings-Software-Engineer-Java-Node-js-Python-Angaros-Group-Hyderabad-1-to-6-years-050719500681?src=jobsearchDesk&sid=1569260522881&xp=48&px=7,"Coding, Javascript, Programming, Database, Data structures...","Software Engineer - Java , Node . js , Python",Angaros Group,1-6 yrs,Hyderabad,"  Coding, Javascript, Programming, Database, Data structures... ",  Not disclosed  , , Posted     30+ days ago ,30+ days ago
